iso_code,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,Common_Symtoms
AFG,Afghanistan,08/02/2020,0,0,0,0,None
AFG,Afghanistan,09/02/2020,0,0,0,0,None
AFG,Afghanistan,10/02/2020,0,0,0,0,None
AFG,Afghanistan,11/02/2020,0,0,0,0,None
AFG,Afghanistan,12/02/2020,0,0,0,0,None
AFG,Afghanistan,13/02/2020,0,0,0,0,None
AFG,Afghanistan,14/02/2020,0,0,0,0,None
AFG,Afghanistan,15/02/2020,0,0,0,0,None
AFG,Afghanistan,16/02/2020,0,0,0,0,None
AFG,Afghanistan,17/02/2020,0,0,0,0,None
AFG,Afghanistan,18/02/2020,0,0,0,0,None
AFG,Afghanistan,19/02/2020,0,0,0,0,None
AFG,Afghanistan,20/02/2020,0,0,0,0,None
AFG,Afghanistan,21/02/2020,0,0,0,0,None
AFG,Afghanistan,22/02/2020,0,0,0,0,None
AFG,Afghanistan,23/02/2020,0,0,0,0,None
AFG,Afghanistan,24/02/2020,0,0,0,0,None
AFG,Afghanistan,25/02/2020,0.026,0.026,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,26/02/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,27/02/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,28/02/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,29/02/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,01/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,02/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,03/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,04/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,05/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,06/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,07/03/2020,0.026,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,08/03/2020,0.103,0.077,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,09/03/2020,0.103,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,10/03/2020,0.103,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,11/03/2020,0.18,0.077,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,12/03/2020,0.18,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,13/03/2020,0.18,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,14/03/2020,0.18,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,15/03/2020,0.257,0.077,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,16/03/2020,0.411,0.154,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,17/03/2020,0.539,0.128,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,18/03/2020,0.565,0.026,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,19/03/2020,0.565,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,20/03/2020,0.565,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,21/03/2020,0.617,0.051,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,22/03/2020,0.617,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,23/03/2020,0.873,0.257,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,24/03/2020,1.028,0.154,0.026,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,25/03/2020,1.079,0.051,0.026,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,26/03/2020,1.927,0.848,0.026,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,27/03/2020,1.927,0,0.026,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,28/03/2020,2.338,0.411,0.051,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,29/03/2020,2.723,0.385,0.077,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,30/03/2020,2.928,0.206,0.103,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,31/03/2020,3.622,0.694,0.103,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,01/04/2020,4.264,0.642,0.103,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,02/04/2020,4.932,0.668,0.103,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,03/04/2020,6.037,1.105,0.103,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,04/04/2020,6.037,0,0.103,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,05/04/2020,6.936,0.899,0.128,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,06/04/2020,7.681,0.745,0.18,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,07/04/2020,8.657,0.976,0.18,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,08/04/2020,9.428,0.771,0.283,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,09/04/2020,10.866,1.439,0.36,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,10/04/2020,12.433,1.567,0.385,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,11/04/2020,13.384,0.95,0.385,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,12/04/2020,14.257,0.873,0.462,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,13/04/2020,15.593,1.336,0.462,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,14/04/2020,17.083,1.49,0.539,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,15/04/2020,18.341,1.259,0.591,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,16/04/2020,20.14,1.798,0.642,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,17/04/2020,20.396,0.257,0.745,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,18/04/2020,21.707,1.31,0.771,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,19/04/2020,23.325,1.618,0.771,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,20/04/2020,25.585,2.261,0.848,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,21/04/2020,26.485,0.899,0.899,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,22/04/2020,28.052,1.567,0.925,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,23/04/2020,30.209,2.158,1.028,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,24/04/2020,32.907,2.697,1.079,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,25/04/2020,34.705,1.798,1.105,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,26/04/2020,37.582,2.877,1.207,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,27/04/2020,39.329,1.747,1.464,0.257,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,28/04/2020,43.747,4.418,1.464,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,29/04/2020,46.932,3.185,1.541,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,30/04/2020,50.066,3.134,1.541,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,01/05/2020,55.769,5.703,1.644,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,02/05/2020,59.982,4.213,1.747,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,03/05/2020,63.424,3.442,1.85,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,04/05/2020,69.461,6.037,2.183,0.334,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,05/05/2020,74.342,4.881,2.312,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,06/05/2020,82.819,8.477,2.44,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,07/05/2020,87.134,4.316,2.672,0.231,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,08/05/2020,91.527,4.393,2.723,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,09/05/2020,97.05,5.523,2.8,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,10/05/2020,103.601,6.55,2.954,0.154,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,11/05/2020,113.08,9.479,3.083,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,12/05/2020,120.401,7.321,3.134,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,13/05/2020,127.593,7.193,3.262,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,14/05/2020,134.247,6.653,3.339,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,15/05/2020,137.149,2.903,3.494,0.154,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,16/05/2020,164.456,27.307,4.316,0.822,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,17/05/2020,164.456,0,4.316,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,18/05/2020,171.186,6.73,4.341,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,19/05/2020,181.667,10.481,4.444,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,20/05/2020,196.592,14.925,4.573,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,21/05/2020,209.231,12.639,4.804,0.231,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,22/05/2020,222.871,13.64,4.958,0.154,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,23/05/2020,236.743,13.872,5.266,0.308,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,24/05/2020,256.831,20.088,5.549,0.283,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,25/05/2020,271.833,15.002,5.6,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,26/05/2020,287.015,15.182,5.626,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,27/05/2020,303.917,16.903,5.651,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,28/05/2020,319.973,16.055,5.831,0.18,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,29/05/2020,334.872,14.899,6.037,0.206,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,30/05/2020,350.875,16.004,6.319,0.283,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,31/05/2020,373.121,22.246,6.396,0.077,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,01/06/2020,390.589,17.468,6.602,0.206,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,02/06/2020,404.59,14,6.807,0.206,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,03/06/2020,424.087,19.497,6.936,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,04/06/2020,443.559,19.472,7.552,0.617,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,05/06/2020,463.775,20.217,7.706,0.154,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,06/06/2020,487.28,23.505,7.938,0.231,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,07/06/2020,502.23,14.951,8.4,0.462,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,08/06/2020,522.55,20.319,9.171,0.771,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,09/06/2020,537.321,14.771,9.479,0.308,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,10/06/2020,551.244,13.923,9.864,0.385,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,11/06/2020,568.814,17.571,10.404,0.539,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,12/06/2020,588.003,19.189,10.943,0.539,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,13/06/2020,604.855,16.851,11.457,0.514,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,14/06/2020,619.138,14.283,11.585,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,15/06/2020,636.195,17.057,12.099,0.514,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,16/06/2020,655.743,19.549,12.279,0.18,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,17/06/2020,675.857,20.114,12.613,0.334,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,18/06/2020,690.345,14.488,12.947,0.334,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,19/06/2020,707.248,16.903,14.026,1.079,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,20/06/2020,716.136,8.888,14.077,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,21/06/2020,730.162,14.026,14.617,0.539,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,22/06/2020,740.669,10.506,14.925,0.308,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,23/06/2020,748.632,7.963,15.362,0.437,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,24/06/2020,757.315,8.683,15.875,0.514,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,25/06/2020,763.326,6.011,16.415,0.539,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,26/06/2020,775.142,11.817,17.34,0.925,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,27/06/2020,782.232,7.09,17.545,0.206,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,28/06/2020,786.471,4.239,18.059,0.514,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,29/06/2020,795.487,9.017,18.521,0.462,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,30/06/2020,802.449,6.962,18.829,0.308,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,01/07/2020,809.616,7.167,19.163,0.334,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,02/07/2020,817.81,8.195,19.883,0.719,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,03/07/2020,822.588,4.778,20.73,0.848,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,04/07/2020,830.346,7.758,21.039,0.308,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,05/07/2020,839.286,8.94,21.218,0.18,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,06/07/2020,846.453,7.167,22.195,0.976,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,07/07/2020,857.576,11.123,23.633,1.439,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
